bucket,count,date
90,250,2016-05-07-03
100,1789,2016-05-07-03
200,1373,2016-05-07-03
300,1115,2016-05-07-03
400,325,2016-05-07-03
500,190,2016-05-07-03
600,100,2016-05-07-03
700,97,2016-05-07-03
800,69,2016-05-07-03
900,43,2016-05-07-03
1000,205,2016-05-07-03
2000,83,2016-05-07-03
3000,25,2016-05-07-03
4000,28,2016-05-07-03
5000,16,2016-05-07-03
6000,12,2016-05-07-03
7000,10,2016-05-07-03
8000,6,2016-05-07-03
9000,5,2016-05-07-03
1,0,2016-05-08-07
2,0,2016-05-08-07
3,1,2016-05-08-07
4,2,2016-05-08-07
5,0,2016-05-08-07
6,1,2016-05-08-07
7,3,2016-05-08-07
8,3,2016-05-08-07
9,4,2016-05-08-07
10,262,2016-05-08-07
20,311,2016-05-08-07
30,438,2016-05-08-07
40,410,2016-05-08-07
50,355,2016-05-08-07
60,295,2016-05-08-07
70,210,2016-05-08-07
80,192,2016-05-08-07
90,160,2016-05-08-07
100,2171,2016-05-08-07
200,1643,2016-05-08-07
300,1250,2016-05-08-07
400,383,2016-05-08-07
500,244,2016-05-08-07
600,131,2016-05-08-07
700,91,2016-05-08-07
800,56,2016-05-08-07
900,57,2016-05-08-07
1000,253,2016-05-08-07
2000,88,2016-05-08-07
3000,50,2016-05-08-07
4000,32,2016-05-08-07
5000,24,2016-05-08-07
6000,11,2016-05-08-07
7000,13,2016-05-08-07
8000,7,2016-05-08-07
9000,2,2016-05-08-07
1,0,2016-05-07-07
2,0,2016-05-07-07
3,0,2016-05-07-07
4,3,2016-05-07-07
5,2,2016-05-07-07
6,1,2016-05-07-07
7,5,2016-05-07-07
8,5,2016-05-07-07
9,8,2016-05-07-07
10,258,2016-05-07-07
20,376,2016-05-07-07
30,425,2016-05-07-07
40,406,2016-05-07-07
50,297,2016-05-07-07
60,254,2016-05-07-07
70,207,2016-05-07-07
80,181,2016-05-07-07
90,177,2016-05-07-07
100,2201,2016-05-07-07
200,1771,2016-05-07-07
300,1327,2016-05-07-07
400,407,2016-05-07-07
500,225,2016-05-07-07
600,190,2016-05-07-07
700,96,2016-05-07-07
800,74,2016-05-07-07
900,60,2016-05-07-07
1000,232,2016-05-07-07
2000,112,2016-05-07-07
3000,47,2016-05-07-07
4000,35,2016-05-07-07
5000,17,2016-05-07-07
6000,8,2016-05-07-07
7000,9,2016-05-07-07
8000,6,2016-05-07-07
9000,3,2016-05-07-07
1,0,2016-05-11-06
2,0,2016-05-11-06
3,0,2016-05-11-06
4,1,2016-05-11-06
5,0,2016-05-11-06
6,2,2016-05-11-06
7,6,2016-05-11-06
8,7,2016-05-11-06
9,15,2016-05-11-06
10,234,2016-05-11-06
20,358,2016-05-11-06
30,411,2016-05-11-06
40,411,2016-05-11-06
50,340,2016-05-11-06
60,301,2016-05-11-06
70,233,2016-05-11-06
80,191,2016-05-11-06
90,175,2016-05-11-06
100,2166,2016-05-11-06
200,1663,2016-05-11-06
300,1376,2016-05-11-06
400,396,2016-05-11-06
500,233,2016-05-11-06
600,152,2016-05-11-06
700,103,2016-05-11-06
800,86,2016-05-11-06
900,59,2016-05-11-06
1000,253,2016-05-11-06
2000,86,2016-05-11-06
3000,44,2016-05-11-06
4000,34,2016-05-11-06
5000,14,2016-05-11-06
6000,20,2016-05-11-06
7000,9,2016-05-11-06
8000,11,2016-05-11-06
9000,15,2016-05-11-06
1,0,2016-05-07-09
2,0,2016-05-07-09
3,2,2016-05-07-09
4,2,2016-05-07-09
5,0,2016-05-07-09
6,4,2016-05-07-09
7,7,2016-05-07-09
8,4,2016-05-07-09
9,9,2016-05-07-09
10,274,2016-05-07-09
20,367,2016-05-07-09
30,437,2016-05-07-09
40,409,2016-05-07-09
50,317,2016-05-07-09
60,261,2016-05-07-09
70,224,2016-05-07-09
80,171,2016-05-07-09
90,132,2016-05-07-09
100,2120,2016-05-07-09
200,1731,2016-05-07-09
300,1272,2016-05-07-09
400,412,2016-05-07-09
500,241,2016-05-07-09
600,150,2016-05-07-09
700,117,2016-05-07-09
800,63,2016-05-07-09
900,64,2016-05-07-09
1000,255,2016-05-07-09
2000,108,2016-05-07-09
3000,39,2016-05-07-09
4000,26,2016-05-07-09
5000,12,2016-05-07-09
6000,26,2016-05-07-09
7000,5,2016-05-07-09
8000,10,2016-05-07-09
9000,3,2016-05-07-09
1,0,2016-05-09-09
2,1,2016-05-09-09
3,0,2016-05-09-09
4,2,2016-05-09-09
5,5,2016-05-09-09
6,3,2016-05-09-09
7,6,2016-05-09-09
8,10,2016-05-09-09
9,6,2016-05-09-09
10,185,2016-05-09-09
20,232,2016-05-09-09
30,307,2016-05-09-09
40,334,2016-05-09-09
50,300,2016-05-09-09
60,231,2016-05-09-09
70,216,2016-05-09-09
80,181,2016-05-09-09
90,174,2016-05-09-09
100,2020,2016-05-09-09
200,1652,2016-05-09-09
300,1384,2016-05-09-09
400,425,2016-05-09-09
500,276,2016-05-09-09
600,169,2016-05-09-09
700,126,2016-05-09-09
800,101,2016-05-09-09
900,80,2016-05-09-09
1000,271,2016-05-09-09
2000,112,2016-05-09-09
3000,57,2016-05-09-09
4000,51,2016-05-09-09
5000,18,2016-05-09-09
6000,10,2016-05-09-09
7000,11,2016-05-09-09
8000,7,2016-05-09-09
9000,12,2016-05-09-09
1,0,2016-05-07-10
2,0,2016-05-07-10
3,0,2016-05-07-10
4,1,2016-05-07-10
5,2,2016-05-07-10
6,3,2016-05-07-10
7,7,2016-05-07-10
8,8,2016-05-07-10
9,11,2016-05-07-10
10,220,2016-05-07-10
20,376,2016-05-07-10
30,477,2016-05-07-10
40,403,2016-05-07-10
50,335,2016-05-07-10
60,256,2016-05-07-10
70,198,2016-05-07-10
80,197,2016-05-07-10
90,164,2016-05-07-10
100,2137,2016-05-07-10
200,1701,2016-05-07-10
300,1325,2016-05-07-10
400,424,2016-05-07-10
500,246,2016-05-07-10
600,166,2016-05-07-10
700,122,2016-05-07-10
800,85,2016-05-07-10
900,59,2016-05-07-10
1000,237,2016-05-07-10
2000,121,2016-05-07-10
3000,48,2016-05-07-10
4000,31,2016-05-07-10
5000,17,2016-05-07-10
6000,8,2016-05-07-10
7000,7,2016-05-07-10
8000,8,2016-05-07-10
9000,7,2016-05-07-10
1,0,2016-05-08-11
2,0,2016-05-08-11
3,0,2016-05-08-11
4,2,2016-05-08-11
5,3,2016-05-08-11
6,0,2016-05-08-11
7,6,2016-05-08-11
8,8,2016-05-08-11
9,14,2016-05-08-11
10,207,2016-05-08-11
20,373,2016-05-08-11
30,498,2016-05-08-11
40,463,2016-05-08-11
50,360,2016-05-08-11
60,289,2016-05-08-11
70,232,2016-05-08-11
80,178,2016-05-08-11
90,161,2016-05-08-11
100,2033,2016-05-08-11
200,1665,2016-05-08-11
300,1229,2016-05-08-11
400,387,2016-05-08-11
500,237,2016-05-08-11
600,130,2016-05-08-11
700,97,2016-05-08-11
800,84,2016-05-08-11
900,60,2016-05-08-11
1000,236,2016-05-08-11
2000,103,2016-05-08-11
3000,40,2016-05-08-11
4000,31,2016-05-08-11
5000,15,2016-05-08-11
6000,13,2016-05-08-11
7000,12,2016-05-08-11
8000,10,2016-05-08-11
9000,13,2016-05-08-11
1,0,2016-05-07-13
2,0,2016-05-07-13
3,0,2016-05-07-13
4,0,2016-05-07-13
5,1,2016-05-07-13
6,1,2016-05-07-13
7,5,2016-05-07-13
8,6,2016-05-07-13
9,9,2016-05-07-13
10,199,2016-05-07-13
20,388,2016-05-07-13
30,535,2016-05-07-13
40,526,2016-05-07-13
50,456,2016-05-07-13
60,351,2016-05-07-13
70,316,2016-05-07-13
80,218,2016-05-07-13
90,166,2016-05-07-13
100,1988,2016-05-07-13
200,1461,2016-05-07-13
300,1146,2016-05-07-13
400,409,2016-05-07-13
500,226,2016-05-07-13
600,134,2016-05-07-13
700,106,2016-05-07-13
800,85,2016-05-07-13
900,63,2016-05-07-13
1000,282,2016-05-07-13
2000,103,2016-05-07-13
3000,48,2016-05-07-13
4000,36,2016-05-07-13
5000,27,2016-05-07-13
6000,14,2016-05-07-13
7000,5,2016-05-07-13
8000,6,2016-05-07-13
9000,5,2016-05-07-13
1,0,2016-05-11-13
2,0,2016-05-11-13
3,2,2016-05-11-13
4,3,2016-05-11-13
5,1,2016-05-11-13
6,3,2016-05-11-13
7,4,2016-05-11-13
8,3,2016-05-11-13
9,8,2016-05-11-13
10,191,2016-05-11-13
20,319,2016-05-11-13
30,441,2016-05-11-13
40,427,2016-05-11-13
50,410,2016-05-11-13
60,318,2016-05-11-13
70,320,2016-05-11-13
80,239,2016-05-11-13
90,211,2016-05-11-13
100,1834,2016-05-11-13
200,1455,2016-05-11-13
300,1307,2016-05-11-13
400,385,2016-05-11-13
500,222,2016-05-11-13
600,139,2016-05-11-13
700,103,2016-05-11-13
800,81,2016-05-11-13
900,54,2016-05-11-13
1000,271,2016-05-11-13
2000,97,2016-05-11-13
3000,47,2016-05-11-13
4000,23,2016-05-11-13
5000,20,2016-05-11-13
6000,20,2016-05-11-13
7000,11,2016-05-11-13
8000,11,2016-05-11-13
9000,11,2016-05-11-13
1,0,2016-05-12-15
2,0,2016-05-12-15
3,1,2016-05-12-15
4,1,2016-05-12-15
5,4,2016-05-12-15
6,2,2016-05-12-15
7,5,2016-05-12-15
8,5,2016-05-12-15
9,9,2016-05-12-15
10,183,2016-05-12-15
20,326,2016-05-12-15
30,498,2016-05-12-15
40,464,2016-05-12-15
50,395,2016-05-12-15
60,362,2016-05-12-15
70,320,2016-05-12-15
80,266,2016-05-12-15
90,168,2016-05-12-15
100,1914,2016-05-12-15
200,1429,2016-05-12-15
300,1271,2016-05-12-15
400,405,2016-05-12-15
500,222,2016-05-12-15
600,174,2016-05-12-15
700,107,2016-05-12-15
800,68,2016-05-12-15
900,51,2016-05-12-15
1000,259,2016-05-12-15
2000,77,2016-05-12-15
3000,51,2016-05-12-15
4000,26,2016-05-12-15
5000,20,2016-05-12-15
6000,20,2016-05-12-15
7000,18,2016-05-12-15
8000,11,2016-05-12-15
9000,7,2016-05-12-15
1,0,2016-05-07-15
2,0,2016-05-07-15
3,1,2016-05-07-15
4,1,2016-05-07-15
5,1,2016-05-07-15
6,1,2016-05-07-15
7,2,2016-05-07-15
8,2,2016-05-07-15
9,13,2016-05-07-15
10,227,2016-05-07-15
20,439,2016-05-07-15
30,554,2016-05-07-15
40,530,2016-05-07-15
50,471,2016-05-07-15
60,373,2016-05-07-15
70,301,2016-05-07-15
80,219,2016-05-07-15
90,184,2016-05-07-15
100,1848,2016-05-07-15
200,1381,2016-05-07-15
300,1146,2016-05-07-15
400,380,2016-05-07-15
500,211,2016-05-07-15
600,125,2016-05-07-15
700,88,2016-05-07-15
800,82,2016-05-07-15
900,57,2016-05-07-15
1000,272,2016-05-07-15
2000,84,2016-05-07-15
3000,39,2016-05-07-15
4000,35,2016-05-07-15
5000,17,2016-05-07-15
6000,17,2016-05-07-15
7000,11,2016-05-07-15
8000,11,2016-05-07-15
9000,3,2016-05-07-15
1,0,2016-05-08-16
2,0,2016-05-08-16
3,0,2016-05-08-16
4,1,2016-05-08-16
5,1,2016-05-08-16
6,4,2016-05-08-16
7,1,2016-05-08-16
8,4,2016-05-08-16
9,8,2016-05-08-16
10,187,2016-05-08-16
20,389,2016-05-08-16
30,561,2016-05-08-16
40,553,2016-05-08-16
50,419,2016-05-08-16
60,335,2016-05-08-16
70,316,2016-05-08-16
80,224,2016-05-08-16
90,198,2016-05-08-16
100,1995,2016-05-08-16
200,1476,2016-05-08-16
300,1170,2016-05-08-16
400,421,2016-05-08-16
500,230,2016-05-08-16
600,135,2016-05-08-16
700,110,2016-05-08-16
800,74,2016-05-08-16
900,77,2016-05-08-16
1000,272,2016-05-08-16
2000,100,2016-05-08-16
3000,50,2016-05-08-16
4000,31,2016-05-08-16
5000,20,2016-05-08-16
6000,16,2016-05-08-16
7000,4,2016-05-08-16
8000,6,2016-05-08-16
9000,4,2016-05-08-16
1,0,2016-05-07-18
2,0,2016-05-07-18
3,0,2016-05-07-18
4,0,2016-05-07-18
5,0,2016-05-07-18
6,0,2016-05-07-18
7,5,2016-05-07-18
8,7,2016-05-07-18
9,8,2016-05-07-18
10,241,2016-05-07-18
20,441,2016-05-07-18
30,527,2016-05-07-18
40,521,2016-05-07-18
50,433,2016-05-07-18
60,389,2016-05-07-18
70,280,2016-05-07-18
80,245,2016-05-07-18
90,251,2016-05-07-18
100,2003,2016-05-07-18
200,1475,2016-05-07-18
300,1167,2016-05-07-18
400,452,2016-05-07-18
500,228,2016-05-07-18
600,152,2016-05-07-18
700,102,2016-05-07-18
800,73,2016-05-07-18
900,68,2016-05-07-18
1000,274,2016-05-07-18
2000,113,2016-05-07-18
3000,48,2016-05-07-18
4000,31,2016-05-07-18
5000,11,2016-05-07-18
6000,11,2016-05-07-18
7000,12,2016-05-07-18
8000,10,2016-05-07-18
9000,10,2016-05-07-18
1,0,2016-05-07-17
2,0,2016-05-07-17
3,0,2016-05-07-17
4,1,2016-05-07-17
5,1,2016-05-07-17
6,1,2016-05-07-17
7,1,2016-05-07-17
8,4,2016-05-07-17
9,10,2016-05-07-17
10,210,2016-05-07-17
20,421,2016-05-07-17
30,540,2016-05-07-17
40,524,2016-05-07-17
50,477,2016-05-07-17
60,387,2016-05-07-17
70,292,2016-05-07-17
80,229,2016-05-07-17
90,173,2016-05-07-17
100,1953,2016-05-07-17
200,1479,2016-05-07-17
300,1165,2016-05-07-17
400,401,2016-05-07-17
500,254,2016-05-07-17
600,145,2016-05-07-17
700,92,2016-05-07-17
800,100,2016-05-07-17
900,67,2016-05-07-17
1000,275,2016-05-07-17
2000,110,2016-05-07-17
3000,46,2016-05-07-17
4000,22,2016-05-07-17
5000,15,2016-05-07-17
6000,16,2016-05-07-17
7000,11,2016-05-07-17
8000,9,2016-05-07-17
9000,5,2016-05-07-17
1,0,2016-05-09-17
2,0,2016-05-09-17
3,0,2016-05-09-17
4,1,2016-05-09-17
5,3,2016-05-09-17
6,2,2016-05-09-17
7,1,2016-05-09-17
8,4,2016-05-09-17
9,11,2016-05-09-17
10,200,2016-05-09-17
20,393,2016-05-09-17
30,500,2016-05-09-17
40,429,2016-05-09-17
50,400,2016-05-09-17
60,352,2016-05-09-17
70,303,2016-05-09-17
80,248,2016-05-09-17
90,199,2016-05-09-17
100,1951,2016-05-09-17
200,1370,2016-05-09-17
300,1359,2016-05-09-17
400,455,2016-05-09-17
500,271,2016-05-09-17
600,166,2016-05-09-17
700,120,2016-05-09-17
800,75,2016-05-09-17
900,78,2016-05-09-17
1000,253,2016-05-09-17
2000,108,2016-05-09-17
3000,47,2016-05-09-17
4000,33,2016-05-09-17
5000,22,2016-05-09-17
6000,24,2016-05-09-17
7000,10,2016-05-09-17
8000,9,2016-05-09-17
9000,7,2016-05-09-17
1,0,2016-05-07-06
2,0,2016-05-07-06
3,0,2016-05-07-06
4,1,2016-05-07-06
5,1,2016-05-07-06
6,0,2016-05-07-06
7,3,2016-05-07-06
8,7,2016-05-07-06
9,7,2016-05-07-06
10,204,2016-05-07-06
20,361,2016-05-07-06
30,472,2016-05-07-06
40,419,2016-05-07-06
50,353,2016-05-07-06
60,243,2016-05-07-06
70,242,2016-05-07-06
80,221,2016-05-07-06
90,159,2016-05-07-06
100,2061,2016-05-07-06
200,1599,2016-05-07-06
300,1347,2016-05-07-06
400,422,2016-05-07-06
500,233,2016-05-07-06
600,138,2016-05-07-06
700,96,2016-05-07-06
800,61,2016-05-07-06
900,69,2016-05-07-06
1000,228,2016-05-07-06
2000,110,2016-05-07-06
3000,41,2016-05-07-06
4000,27,2016-05-07-06
5000,6,2016-05-07-06
6000,21,2016-05-07-06
7000,11,2016-05-07-06
8000,10,2016-05-07-06
9000,7,2016-05-07-06
1,0,2016-05-11-09
2,1,2016-05-11-09
3,0,2016-05-11-09
4,2,2016-05-11-09
5,2,2016-05-11-09
6,2,2016-05-11-09
7,3,2016-05-11-09
8,6,2016-05-11-09
9,9,2016-05-11-09
10,192,2016-05-11-09
20,255,2016-05-11-09
30,350,2016-05-11-09
40,346,2016-05-11-09
50,282,2016-05-11-09
60,221,2016-05-11-09
70,181,2016-05-11-09
80,172,2016-05-11-09
90,171,2016-05-11-09
100,2034,2016-05-11-09
200,1676,2016-05-11-09
300,1386,2016-05-11-09
400,445,2016-05-11-09
500,229,2016-05-11-09
600,151,2016-05-11-09
700,121,2016-05-11-09
800,85,2016-05-11-09
900,69,2016-05-11-09
1000,277,2016-05-11-09
2000,106,2016-05-11-09
3000,48,2016-05-11-09
4000,33,2016-05-11-09
5000,18,2016-05-11-09
6000,13,2016-05-11-09
7000,12,2016-05-11-09
8000,5,2016-05-11-09
9000,8,2016-05-11-09
1,0,2016-05-13-22
2,0,2016-05-13-22
3,2,2016-05-13-22
4,0,2016-05-13-22
5,3,2016-05-13-22
6,2,2016-05-13-22
7,3,2016-05-13-22
8,6,2016-05-13-22
9,10,2016-05-13-22
10,207,2016-05-13-22
20,382,2016-05-13-22
30,557,2016-05-13-22
40,543,2016-05-13-22
50,419,2016-05-13-22
60,354,2016-05-13-22
70,324,2016-05-13-22
80,260,2016-05-13-22
90,212,2016-05-13-22
100,2092,2016-05-13-22
200,1590,2016-05-13-22
300,1238,2016-05-13-22
400,416,2016-05-13-22
500,258,2016-05-13-22
600,160,2016-05-13-22
700,103,2016-05-13-22
800,87,2016-05-13-22
900,62,2016-05-13-22
1000,282,2016-05-13-22
2000,103,2016-05-13-22
3000,46,2016-05-13-22
4000,25,2016-05-13-22
5000,29,2016-05-13-22
6000,15,2016-05-13-22
7000,11,2016-05-13-22
8000,10,2016-05-13-22
9000,9,2016-05-13-22
1,0,2016-05-09-22
2,0,2016-05-09-22
3,0,2016-05-09-22
4,0,2016-05-09-22
5,3,2016-05-09-22
6,0,2016-05-09-22
7,3,2016-05-09-22
8,5,2016-05-09-22
9,14,2016-05-09-22
10,211,2016-05-09-22
20,452,2016-05-09-22
30,600,2016-05-09-22
40,508,2016-05-09-22
50,501,2016-05-09-22
60,418,2016-05-09-22
70,311,2016-05-09-22
80,242,2016-05-09-22
90,188,2016-05-09-22
100,1874,2016-05-09-22
200,1432,2016-05-09-22
300,1274,2016-05-09-22
400,464,2016-05-09-22
500,251,2016-05-09-22
600,151,2016-05-09-22
700,108,2016-05-09-22
800,77,2016-05-09-22
900,69,2016-05-09-22
1000,264,2016-05-09-22
2000,98,2016-05-09-22
3000,42,2016-05-09-22
4000,30,2016-05-09-22
5000,17,2016-05-09-22
6000,11,2016-05-09-22
7000,13,2016-05-09-22
8000,5,2016-05-09-22
9000,5,2016-05-09-22
1,0,2016-05-08-00
2,0,2016-05-08-00
3,0,2016-05-08-00
4,1,2016-05-08-00
5,0,2016-05-08-00
6,1,2016-05-08-00
7,2,2016-05-08-00
8,8,2016-05-08-00
9,7,2016-05-08-00
10,155,2016-05-08-00
20,379,2016-05-08-00
30,631,2016-05-08-00
40,585,2016-05-08-00
50,549,2016-05-08-00
60,423,2016-05-08-00
70,404,2016-05-08-00
80,242,2016-05-08-00
90,195,2016-05-08-00
100,1910,2016-05-08-00
200,1431,2016-05-08-00
300,1129,2016-05-08-00
400,374,2016-05-08-00
500,215,2016-05-08-00
600,118,2016-05-08-00
700,81,2016-05-08-00
800,69,2016-05-08-00
900,53,2016-05-08-00
1000,215,2016-05-08-00
2000,80,2016-05-08-00
3000,39,2016-05-08-00
4000,29,2016-05-08-00
5000,16,2016-05-08-00
6000,19,2016-05-08-00
7000,11,2016-05-08-00
8000,8,2016-05-08-00
9000,9,2016-05-08-00
1,0,2016-05-11-02
2,0,2016-05-11-02
3,0,2016-05-11-02
4,1,2016-05-11-02
5,0,2016-05-11-02
6,0,2016-05-11-02
7,5,2016-05-11-02
8,5,2016-05-11-02
9,2,2016-05-11-02
10,122,2016-05-11-02
20,457,2016-05-11-02
30,754,2016-05-11-02
40,634,2016-05-11-02
50,499,2016-05-11-02
60,563,2016-05-11-02
70,451,2016-05-11-02
80,313,2016-05-11-02
90,256,2016-05-11-02
100,1816,2016-05-11-02
200,1286,2016-05-11-02
300,1083,2016-05-11-02
400,378,2016-05-11-02
500,225,2016-05-11-02
600,151,2016-05-11-02
700,84,2016-05-11-02
800,61,2016-05-11-02
900,50,2016-05-11-02
1000,230,2016-05-11-02
2000,82,2016-05-11-02
3000,36,2016-05-11-02
4000,27,2016-05-11-02
5000,21,2016-05-11-02
6000,16,2016-05-11-02
7000,8,2016-05-11-02
8000,5,2016-05-11-02
9000,8,2016-05-11-02
1,0,2016-05-10-03
2,0,2016-05-10-03
3,0,2016-05-10-03
4,1,2016-05-10-03
5,0,2016-05-10-03
6,1,2016-05-10-03
7,1,2016-05-10-03
8,5,2016-05-10-03
9,1,2016-05-10-03
10,120,2016-05-10-03
20,414,2016-05-10-03
30,760,2016-05-10-03
40,717,2016-05-10-03
50,556,2016-05-10-03
60,370,2016-05-10-03
70,377,2016-05-10-03
80,306,2016-05-10-03
90,245,2016-05-10-03
100,1849,2016-05-10-03
200,1481,2016-05-10-03
300,1122,2016-05-10-03
400,380,2016-05-10-03
500,192,2016-05-10-03
600,144,2016-05-10-03
700,106,2016-05-10-03
800,72,2016-05-10-03
900,45,2016-05-10-03
1000,222,2016-05-10-03
2000,102,2016-05-10-03
3000,41,2016-05-10-03
4000,34,2016-05-10-03
5000,14,2016-05-10-03
6000,8,2016-05-10-03
7000,8,2016-05-10-03
8000,6,2016-05-10-03
9000,2,2016-05-10-03
1,0,2016-05-08-05
2,0,2016-05-08-05
3,0,2016-05-08-05
4,1,2016-05-08-05
5,0,2016-05-08-05
6,3,2016-05-08-05
7,0,2016-05-08-05
8,5,2016-05-08-05
9,4,2016-05-08-05
10,122,2016-05-08-05
20,415,2016-05-08-05
30,574,2016-05-08-05
40,537,2016-05-08-05
50,486,2016-05-08-05
60,363,2016-05-08-05
70,334,2016-05-08-05
80,228,2016-05-08-05
90,193,2016-05-08-05
100,1889,2016-05-08-05
200,1572,2016-05-08-05
300,1154,2016-05-08-05
400,374,2016-05-08-05
500,207,2016-05-08-05
600,142,2016-05-08-05
700,98,2016-05-08-05
800,82,2016-05-08-05
900,52,2016-05-08-05
1000,216,2016-05-08-05
2000,97,2016-05-08-05
3000,42,2016-05-08-05
4000,36,2016-05-08-05
5000,12,2016-05-08-05
6000,14,2016-05-08-05
7000,9,2016-05-08-05
8000,3,2016-05-08-05
9000,8,2016-05-08-05
1,0,2016-05-08-14
2,0,2016-05-08-14
3,0,2016-05-08-14
4,1,2016-05-08-14
5,1,2016-05-08-14
6,4,2016-05-08-14
7,5,2016-05-08-14
8,4,2016-05-08-14
9,6,2016-05-08-14
10,207,2016-05-08-14
20,381,2016-05-08-14
30,571,2016-05-08-14
40,569,2016-05-08-14
50,494,2016-05-08-14
60,353,2016-05-08-14
70,288,2016-05-08-14
80,220,2016-05-08-14
90,177,2016-05-08-14
100,1966,2016-05-08-14
200,1551,2016-05-08-14
300,1211,2016-05-08-14
400,366,2016-05-08-14
500,214,2016-05-08-14
600,119,2016-05-08-14
700,97,2016-05-08-14
800,65,2016-05-08-14
900,65,2016-05-08-14
1000,228,2016-05-08-14
2000,80,2016-05-08-14
3000,41,2016-05-08-14
4000,39,2016-05-08-14
5000,19,2016-05-08-14
6000,13,2016-05-08-14
7000,8,2016-05-08-14
8000,6,2016-05-08-14
9000,8,2016-05-08-14
1,0,2016-05-09-04
2,0,2016-05-09-04
3,0,2016-05-09-04
4,1,2016-05-09-04
5,2,2016-05-09-04
6,4,2016-05-09-04
7,2,2016-05-09-04
8,0,2016-05-09-04
9,3,2016-05-09-04
10,133,2016-05-09-04
20,391,2016-05-09-04
30,695,2016-05-09-04
40,574,2016-05-09-04
50,475,2016-05-09-04
60,326,2016-05-09-04
70,333,2016-05-09-04
80,234,2016-05-09-04
90,184,2016-05-09-04
100,2035,2016-05-09-04
200,1517,2016-05-09-04
300,1183,2016-05-09-04
400,354,2016-05-09-04
500,195,2016-05-09-04
600,118,2016-05-09-04
700,78,2016-05-09-04
800,70,2016-05-09-04
900,46,2016-05-09-04
1000,232,2016-05-09-04
2000,105,2016-05-09-04
3000,20,2016-05-09-04
4000,31,2016-05-09-04
5000,17,2016-05-09-04
6000,7,2016-05-09-04
7000,9,2016-05-09-04
8000,7,2016-05-09-04
9000,0,2016-05-09-04
1,0,2016-05-08-08
2,1,2016-05-08-08
3,1,2016-05-08-08
4,0,2016-05-08-08
5,2,2016-05-08-08
6,3,2016-05-08-08
7,2,2016-05-08-08
8,9,2016-05-08-08
9,15,2016-05-08-08
10,287,2016-05-08-08
20,375,2016-05-08-08
30,457,2016-05-08-08
40,395,2016-05-08-08
50,328,2016-05-08-08
60,225,2016-05-08-08
70,216,2016-05-08-08
80,186,2016-05-08-08
90,172,2016-05-08-08
100,2220,2016-05-08-08
200,1758,2016-05-08-08
300,1289,2016-05-08-08
400,399,2016-05-08-08
500,240,2016-05-08-08
600,155,2016-05-08-08
700,108,2016-05-08-08
800,63,2016-05-08-08
900,51,2016-05-08-08
1000,245,2016-05-08-08
2000,96,2016-05-08-08
3000,30,2016-05-08-08
4000,35,2016-05-08-08
5000,16,2016-05-08-08
6000,12,2016-05-08-08
7000,9,2016-05-08-08
8000,5,2016-05-08-08
9000,7,2016-05-08-08
1,0,2016-05-08-17
2,0,2016-05-08-17
3,1,2016-05-08-17
4,1,2016-05-08-17
5,1,2016-05-08-17
6,0,2016-05-08-17
7,5,2016-05-08-17
8,4,2016-05-08-17
9,3,2016-05-08-17
10,194,2016-05-08-17
20,391,2016-05-08-17
30,505,2016-05-08-17
40,489,2016-05-08-17
50,412,2016-05-08-17
60,376,2016-05-08-17
70,326,2016-05-08-17
80,228,2016-05-08-17
90,171,2016-05-08-17
100,1992,2016-05-08-17
200,1443,2016-05-08-17
300,1170,2016-05-08-17
400,370,2016-05-08-17
500,250,2016-05-08-17
600,179,2016-05-08-17
700,114,2016-05-08-17
800,67,2016-05-08-17
900,62,2016-05-08-17
1000,271,2016-05-08-17
2000,98,2016-05-08-17
3000,53,2016-05-08-17
4000,28,2016-05-08-17
5000,13,2016-05-08-17
6000,9,2016-05-08-17
7000,11,2016-05-08-17
8000,12,2016-05-08-17
9000,6,2016-05-08-17
1,0,2016-05-12-09
2,0,2016-05-12-09
3,1,2016-05-12-09
4,2,2016-05-12-09
5,5,2016-05-12-09
6,7,2016-05-12-09
7,7,2016-05-12-09
8,7,2016-05-12-09
9,11,2016-05-12-09
10,187,2016-05-12-09
20,258,2016-05-12-09
30,354,2016-05-12-09
40,315,2016-05-12-09
50,311,2016-05-12-09
60,253,2016-05-12-09
70,200,2016-05-12-09
80,176,2016-05-12-09
90,166,2016-05-12-09
100,2061,2016-05-12-09
200,1607,2016-05-12-09
300,1352,2016-05-12-09
400,425,2016-05-12-09
500,256,2016-05-12-09
600,138,2016-05-12-09
700,113,2016-05-12-09
800,96,2016-05-12-09
900,68,2016-05-12-09
1000,251,2016-05-12-09
2000,101,2016-05-12-09
3000,40,2016-05-12-09
4000,31,2016-05-12-09
5000,27,2016-05-12-09
6000,16,2016-05-12-09
7000,10,2016-05-12-09
8000,5,2016-05-12-09
9000,9,2016-05-12-09
1,1,2016-05-12-11
2,1,2016-05-12-11
3,0,2016-05-12-11
4,3,2016-05-12-11
5,3,2016-05-12-11
6,7,2016-05-12-11
7,6,2016-05-12-11
8,9,2016-05-12-11
9,10,2016-05-12-11
10,137,2016-05-12-11
20,302,2016-05-12-11
30,420,2016-05-12-11
40,422,2016-05-12-11
50,397,2016-05-12-11
60,349,2016-05-12-11
70,320,2016-05-12-11
80,217,2016-05-12-11
90,184,2016-05-12-11
100,2030,2016-05-12-11
200,1500,2016-05-12-11
300,1200,2016-05-12-11
400,379,2016-05-12-11
